"QuestionID";"CreationDate";"Title";"Body";"Tags";"AcceptedDate";"NumberOfComments";"CommentsTexts";"Successful"
"134";"2008-08-01 16:33:38";"XSD DataSets and ignoring foreign keys";"<p>I have a pretty standard table setup in a current application using the <a href=\"http://en.wikipedia.org/wiki/.NET_Framework\" rel=\"nofollow\">.NET</a> <a href=\"http://en.wikipedia.org/wiki/XML_Schema_%28W3C%29\" rel=\"nofollow\">XSD</a> <code>DataSet</code> and <code>TableAdapter</code> features. My <code>contracts</code> table consists of some standard contract information, with a column for the <code>primary department</code>. This column is a <a href=\"http://en.wikipedia.org/wiki/Foreign_key\" rel=\"nofollow\">foreign key</a> to my <code>Departments</code> table, where I store the basic <code>department name</code>, <code>id</code>, <code>notes</code>. This is all setup and functioning in my <a href=\"http://en.wikipedia.org/wiki/Microsoft_SQL_Server\" rel=\"nofollow\">SQL Server</a>.</p>&#xA;&#xA;<p>When I use the XSD tool, I can drag both tables in at once and it auto detects/creates the foreign key I have between these two tables. This works great when I'm on my main page and am viewing contract data.</p>&#xA;&#xA;<p>However, when I go to my administrative page to modify the department data. I typically do something like this:</p>&#xA;&#xA;<pre><code>Dim dtDepartment As New DepartmentDataTable()&#xA;Dim taDepartment As New DepartmentTableAdapter()&#xA;&#xA;taDepartment.Fill(dtDepartment)&#xA;</code></pre>&#xA;&#xA;<p>However, at this point an exception is thrown saying to the effect that there is a foreign key reference broken here, I'm guessing since I don't have the <code>Contract</code> <code>DataTable</code> filled. </p>&#xA;&#xA;<p>How can I fix this problem? I know I can simply remove the foreign key from the XSD to make things work fine, but having the additional integrity check there and having the XSD schema match the SQL schema in the database is nice.</p>&#xA;";"<.net><database><xsd>";"2008-08-27 00:00:00";"0";"";"yes"
"145";"2008-08-01 17:13:08";"Compressing / Decompressing Folders & Files";"<p>Does anyone know of a good way to compress or decompress files and folders in C# quickly? Handling large files might be necessary.</p>&#xA;&#xA;<p><img src=\"http://i.stack.imgur.com/O0LGd.png\" alt=\"\"></p>&#xA;";"<c#><.net><compression><decompression>";"Null";"0";"";"no"
"146";"2008-08-01 17:14:58";"How do I track file downloads";"<p>I have a website that plays mp3s in a flash player. If a user clicks 'play' the flash player automatically downloads an mp3 and starts playing it. </p>&#xA;&#xA;<p>Is there an easy way to track how many times a particular song clip (or any binary file) has been downloaded?</p>&#xA;&#xA;<hr>&#xA;&#xA;<blockquote>&#xA;  <p>Is the play link a link to the actual&#xA;  mp3 file or to some javascript code&#xA;  that pops up a player?</p>&#xA;  &#xA;  <p>If the latter, you can easily add your&#xA;  own logging code in there to track the&#xA;  number of hits to it.</p>&#xA;  &#xA;  <p>If the former, you'll need something&#xA;  that can track the web server log&#xA;  itself and make that distinction. My&#xA;  hosting plan comes with webalizer,&#xA;  which does this nicely.</p>&#xA;</blockquote>&#xA;&#xA;<p>It's javascript code, so that answers that. </p>&#xA;&#xA;<p>However, it would be nice to know how to track downloads using the other method (without switching hosts).</p>&#xA;";"<php><apache><download><analytics>";"2008-08-22 00:00:00";"0";"";"yes"
"163";"2008-08-01 18:00:13";"How do I sync the SVN revision number with my ASP.NET web site?";"<p>Stack Overflow has a subversion version number at the bottom:</p>&#xA;&#xA;<blockquote>&#xA;  <p>svn revision: 679</p>&#xA;</blockquote>&#xA;&#xA;<p>I want to use such automatic versioning with my .NET Web Site/Application, Windows Forms, WPD projects/solutions.</p>&#xA;&#xA;<p>How do I implement this?</p>&#xA;";"<.net><asp.net><svn><versioning>";"2008-08-01 00:00:00";"0";"";"yes"
"164";"2008-08-01 18:02:22";"Embedding Windows Media Player for all browsers";"<p>We are using <a href=\"http://en.wikipedia.org/wiki/Windows_Media_Video\">WMV</a> videos on an internal site, and we are embedding them into web sites. Now, this works quite well on Internet Explorer, but not on Firefox. I've found ways to make it work in Firefox, but then it stops working in Internet Explorer.</p>&#xA;&#xA;<p>We do not want to use Silverlight just yet, especially since we cannot be sure that all clients will be running Windows XP with Windows Media Player installed. </p>&#xA;&#xA;<p>Is there some sort of Universal Code that embeds WMP into both Internet Explorer and Firefox, or do we need to implement some user-agent-detection and deliver different HTML for different browsers?</p>&#xA;";"<windows><embed><media>";"2008-08-04 00:00:00";"0";"";"yes"
"173";"2008-08-01 18:33:08";"How do I version my SQL Server database";"<p>I've been wanting to get my databases under version control.  Does anyone have any advice or recommended articles to get me started?</p>&#xA;&#xA;<p>I'll always want to have at least <em>some</em> data in there (as <a href=\"http://stackoverflow.com/users/80/alumb\">alumb</a> mentions: user types and administrators).  I'll also often want a large collection of generated test data for performance measurement.</p>&#xA;";"<sql-server><database><svn><version-control>";"2008-09-16 00:00:00";"0";"";"yes"
"174";"2008-08-01 18:33:48";"How do I print an HTML document from a web service?";"<p>I want to print HTML from a C# web service.  The Web Browser control is overkill, and does not function well in a service environment, nor does it function well on a system with very tight security constraints.  Is there any sort of free .NET library that will support the printing of a basic HTML page?  Here is the code I have so far, which does not run properly.</p>&#xA;&#xA;<pre><code>public void PrintThing(string document)&#xA;{&#xA;    if (Thread.CurrentThread.GetApartmentState() != ApartmentState.STA)&#xA;    {&#xA;        Thread thread =&#xA;            new Thread((ThreadStart) delegate { PrintDocument(document); });&#xA;        thread.SetApartmentState(ApartmentState.STA);&#xA;        thread.Start();&#xA;    }&#xA;    else&#xA;    {&#xA;        PrintDocument(document);&#xA;    }&#xA;}&#xA;&#xA;protected void PrintDocument(string document)&#xA;{&#xA;    WebBrowser browser = new WebBrowser();&#xA;    browser.DocumentText = document;&#xA;    while (browser.ReadyState != WebBrowserReadyState.Complete)&#xA;    {&#xA;        Application.DoEvents();&#xA;    }&#xA;    browser.Print();&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>This works fine when called from UI-type threads, but nothing happens when called from a service-type thread.  Changing <code>Print()</code> to <code>ShowPrintPreviewDialog()</code> yields the following IE script error:</p>&#xA;&#xA;<blockquote>&#xA;  <p>Error: 'dialogArguments.___IE_PrintType' is null or not an object<br />&#xA;  URL: res://ieframe.dll/preview.dlg</p>&#xA;</blockquote>&#xA;&#xA;<p>And a small empty print preview dialog appears.</p>&#xA;";"<c#><html><web-services><printing>";"Null";"0";"";"no"
"175";"2008-08-01 18:36:14";"Annotating YouTube videos programmatically";"<p>I want to be able to display a normal YouTube video with overlaid annotations, consisting of colored rectangles for each frame. The only requirement is that this be done programatically. YouTube has annotations now, but require you to use their front end to create them by hand. I want to be able to generate them. What's the best way of doing this?</p>&#xA;&#xA;<p>Some ideas:</p>&#xA;&#xA;<ol>&#xA;<li>Build your own Flash player (ew?)</li>&#xA;<li>Somehow draw over the YouTube Flash player. Will this work?</li>&#xA;<li>Reverse engineer &amp; hijack YouTube's annotation system. Either messing with the local files or redirecting its attempt to download the annotations. (using Greasemonkey? Firefox plugin?)</li>&#xA;</ol>&#xA;&#xA;<p>Idea that doesn't count: download the video</p>&#xA;";"<annotations><youtube><reverse-engineering>";"Null";"0";"";"no"
"176";"2008-08-01 18:37:40";"error_log per Virtual Host?";"<p>On one Linux Server running Apache and PHP 5, we got multiple Virtual Hosts with separate logfiles and everything. The only thing we cannot seem to separate between virtual hosts is the php <code>error_log</code>. Overriding this setting in the <code>&amp;lt;Location&amp;gt;</code> of the <code>httpd.conf</code> does not seem to do anything.</p>&#xA;&#xA;<p>Did I overlook something? Is there a way to have separate php <code>error_logs</code> for each Virtual Host?</p>&#xA;";"<php><apache><virtualhost>";"2008-09-06 00:00:00";"0";"";"yes"
"180";"2008-08-01 18:42:19";"Function for creating color wheels";"<p>This is something I've pseudo-solved many times and never quite found a solution that's stuck with me. The problem is to come up with a way to generate N colors, that are as distinguishable as possible where N is a parameter.</p>&#xA;";"<algorithm><language-agnostic><colors><color-space>";"2008-08-04 00:00:00";"0";"";"yes"
"192";"2008-08-01 19:23:13";"Floating Point Number parsing: Is there a Catch All algorithm?";"<p>One of the fun parts of multi-cultural programming is number formats.</p>&#xA;&#xA;<ul>&#xA;<li>Americans use 10,000.50</li>&#xA;<li>Germans use 10.000,50</li>&#xA;<li>French use 10 000,50</li>&#xA;</ul>&#xA;&#xA;<p>My first approach would be to take the string, parse it backwards, until I encounter a separator and use this as my decimal separator. There is an obvious flaw with that: 10.000 would be interpreted as 10.</p>&#xA;&#xA;<p>Another approach: if the string contains 2 different non-numeric characters, use the last one as the decimal separator and discard the others. If I only have one, check if it occurs more than once and discard it if it does. If it only appears once, check if it has 3 digits after it. If yes, discard it, otherwise use it as decimal separator.</p>&#xA;&#xA;<p>The obvious \"best solution\" would be to detect the User's culture or Browser, but that does not work if you have a Frenchman using an en-US Windows/Browser.</p>&#xA;&#xA;<p>Does the .net Framework contain some mythical black magic floating point parser that is better than <code>Double.(Try)Parse()</code> in trying to auto-detect the number format?</p>&#xA;";"<c#><.net><asp.net><internationalization><globalization>";"2008-09-07 00:00:00";"0";"";"yes"
"194";"2008-08-01 19:26:37";"Upgrading SQL Server 6.5";"<p>Yes, I know.  The existence of a running copy of <code>SQL Server 6.5</code> in 2008 is absurd.</p>&#xA;&#xA;<p>That stipulated, what is the best way to migrate from <code>6.5</code> to <code>2005</code>?  Is there any direct path?  Most of the documentation I've found deals with upgrading <code>6.5</code> to <code>7</code>.</p>&#xA;&#xA;<p>Should I forget about the native <code>SQL Server</code> upgrade utilities, script out all of the objects and data, and try to recreate from scratch?</p>&#xA;&#xA;<p>I was going to attempt the upgrade this weekend, but server issues pushed it back till next.  So, any ideas would be welcomed during the course of the week.</p>&#xA;&#xA;<p><em>Update.  This is how I ended up doing it:</em></p>&#xA;&#xA;<ul>&#xA;<li>Back up the database in question and Master on <code>6.5</code>.</li>&#xA;<li>Execute <code>SQL Server 2000</code>'s <code>instcat.sql</code> against <code>6.5</code>'s Master.  This allows <code>SQL Server 2000</code>'s OLEDB provider to connect to <code>6.5</code>.</li>&#xA;<li>Use <code>SQL Server 2000</code>'s standalone <code>\"Import and Export Data\"</code> to create a DTS package, using <code>OLEDB</code> to connect to 6.5.  This successfully copied all <code>6.5</code>'s tables to a new <code>2005</code> database (also using <code>OLEDB</code>).</li>&#xA;<li>Use <code>6.5</code>'s Enterprise Manager to script out all of the database's indexes and triggers to a .sql file.</li>&#xA;<li>Execute that .sql file against the new copy of the database, in 2005's Management Studio.</li>&#xA;<li>Use 6.5's Enterprise Manager to script out all of the stored procedures.</li>&#xA;<li>Execute that <code>.sql</code> file against the <code>2005</code> database.  Several dozen sprocs had issues making them incompatible with <code>2005</code>.  Mainly <code>non-ANSI joins</code> and <code>quoted identifier issues</code>.</li>&#xA;<li>Corrected all of those issues and re-executed the <code>.sql</code> file.</li>&#xA;<li>Recreated the <code>6.5</code>'s logins in <code>2005</code> and gave them appropriate permissions.</li>&#xA;</ul>&#xA;&#xA;<p>There was a bit of rinse/repeat when correcting the stored procedures (there were hundreds of them to correct), but the upgrade went great otherwise.</p>&#xA;&#xA;<p>Being able to use Management Studio instead of <code>Query Analyzer</code> and <code>Enterprise Manager 6.5</code> is such an amazing difference.  A few report queries that took 20-30 seconds on the <code>6.5 database</code> are now running in 1-2 seconds, without any modification, new indexes, or anything.  I didn't expect that kind of immediate improvement.</p>&#xA;";"<sql-server><migration>";"2008-08-04 00:00:00";"0";"";"yes"
"227";"2008-08-01 21:40:55";"What's the best way to generate a tag cloud from an array using h1 through h6 for sizing?";"<p>I have the following arrays:</p>&#xA;&#xA;<pre><code>$artist = array(\"the roots\", \"michael jackson\", \"billy idol\", \"more\", \"and more\", \"and_YET_MORE\");&#xA;$count = array(5, 3, 9, 1, 1, 3);&#xA;</code></pre>&#xA;&#xA;<p>I want to generate a tag cloud that will have artists with a higher number in <code>$count</code> enclosed in <code>h6</code> tags and the lowest enclosed <code>h1</code> tags.</p>&#xA;";"<php><arrays><cloud><tag-cloud>";"2010-05-31 00:00:00";"0";"";"yes"
"231";"2008-08-01 22:08:14";"Register Windows program with the mailto protocol programmatically";"<p>How do I make it so <code>mailto:</code> links will be registered with my program?</p>&#xA;&#xA;<p>How would I then handle that event in my program?</p>&#xA;&#xA;<p>Most of the solutions I found from a quick Google search are how to do this manually, but I need to do this automatically for users of my program if they click a button, such as \"set as default email client\".</p>&#xA;&#xA;<p><strong>Edit</strong>: Removed reference to Delphi, because the answer is independent of your language.</p>&#xA;";"<windows><mailto>";"2010-07-01 00:00:00";"0";"";"yes"
"234";"2008-08-01 22:13:34";"SQL Server 2005 implementation of MySQL REPLACE INTO?";"<p>MySQL has this incredibly useful yet properitary <code>REPLACE INTO</code> SQL Command. </p>&#xA;&#xA;<p>I wonder: Can this easily be emulated in SQL Server 2005?</p>&#xA;&#xA;<p>Starting a new Transaction, doing a <code>Select()</code> and then either <code>UPDATE</code> or <code>INSERT</code> and <code>COMMIT</code> is always a little bit of a pain, especially when doing it in the application and therefore always keeping 2 versions of the statement.</p>&#xA;&#xA;<p>I wonder if there is an easy and <strong>universal</strong> way to implement such a function into SQL Server 2005?</p>&#xA;";"<mysql><sql-server>";"2008-09-07 00:00:00";"0";"";"yes"
